Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tanzania,TZA,19060,19140,19050,19350,19420,21510,20200,19940,22110,22670,21350,21910,24110,26370,25610,27000,25610,26610,28190,28260,30080,31460,31980,33540,34420,36120,35810,34930,35250,36200,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Thailand,THA,50880,52860,53700,53470,53530,52260,51470,52820,49690,50480,49710,50510,49020,51570,51430,52800,52950,55770,55790,57520,60400,59610,59180,57330,52580,48500,52230,52430,52020,48200,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Timor-Leste,TLS,310,370,370,390,440,450,470,460,480,400,460,620,620,630,520,620,650,640,670,650,630,640,690,630,650,700,700,650,640,680,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Togo,TGO,1030,940,850,830,820,740,790,950,1120,980,1050,940,1070,1110,990,1420,1210,1070,1170,1230,1180,1410,1340,1470,1390,1580,1440,1480,1460,1520,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tonga,TON,60,60,60,60,60,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Trinidad and Tobago,TTO,110,110,100,100,100,90,100,100,90,90,90,90,100,90,90,90,90,90,90,90,90,90,90,100,100,100,90,90,90,100,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tunisia,TUN,1970,2090,2050,2180,2060,2040,2220,2130,2200,2250,2340,2340,2330,2240,2260,2330,2390,2420,2320,2360,2320,2290,2200,2200,2220,2190,2130,2130,2160,2130,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Turkiye,TUR,21080,19870,20270,20060,19640,19260,18870,18610,17670,17300,17160,16480,15790,15180,14750,15060,15580,15840,15840,15420,15070,16050,17640,19340,20100,20360,20200,20360,22480,23730,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Turkmenistan,TKM,3610,3540,2290,2750,2920,3040,3130,2650,2840,3250,3780,3960,4530,5180,5480,5680,5910,5530,6110,5800,5870,5770,6320,6390,6450,6460,6560,6590,6630,6900,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tuvalu,TUV,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Uganda,UGA,6070,6300,6410,6590,6390,6530,6710,7080,7570,7290,7370,7510,7810,8660,8620,9400,8560,9650,13440,13410,14160,14080,14850,14850,15220,15830,16710,17180,17460,17640,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Ukraine,UKR,60060,58880,52460,49750,48100,44300,40140,35420,30080,27810,25700,23020,23130,22950,19970,18190,17290,16560,15210,13990,13670,13180,13040,13360,12730,11570,11080,10900,10510,10110,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,United Arab Emirates,ARE,310,330,350,380,410,430,470,500,530,570,600,640,670,710,710,810,850,900,950,1110,960,970,980,1080,1170,1210,1220,1250,1260,1280,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,United Kingdom,GBR,35280,34820,34880,34740,34870,34350,34360,33790,33860,33570,32380,30100,29420,29520,29490,29410,28980,28320,27730,27120,27160,26930,26960,27070,27350,27500,27830,27990,27610,27320,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,United States,USA,196960,198230,200940,201320,205970,206730,206130,205310,203430,202500,199810,199060,198520,197550,197620,199250,199680,200350,201980,199350,199920,196190,194030,190920,191450,191760,198210,198840,202390,202140,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Uruguay,URY,16700,17490,18420,19060,19200,19080,19350,19080,18620,18760,18340,18350,19090,19590,20150,20290,21020,20520,20990,20570,19500,19730,19150,19260,19560,19530,19630,19290,18860,18660,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Uzbekistan,UZB,13520,13250,10280,10570,10750,10800,10430,10180,10110,10250,9730,9800,10030,10480,11000,11530,12200,12790,13400,14410,15410,16160,17330,17840,18640,19360,21550,22090,22550,22920,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Vanuatu,VUT,240,250,260,280,280,280,280,280,280,280,270,250,250,260,270,270,280,330,330,310,320,330,330,330,340,340,340,340,340,350,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Venezuela, RB",VEN,21850,22550,22730,22320,23080,23280,23010,23320,23790,24000,24500,25300,25430,26200,26660,27540,27550,28020,28350,28430,23960,24030,28090,28280,28250,27780,27090,26610,26560,26820,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Vietnam,VNM,37030,38220,39370,40180,40660,41730,43050,43660,45010,46610,46890,45990,46480,47080,47970,48540,49560,49530,49660,49680,49540,49510,49520,49980,49830,50330,50240,50100,49690,48160,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Yemen, Rep.",YEM,2780,2650,2700,2760,2730,2780,2880,3000,3140,3210,3310,3470,3510,3890,3940,3980,4070,4230,4360,4460,4510,4630,4680,4750,4830,4770,4630,4610,4360,4240,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Zambia,ZMB,9720,9810,9830,9680,9500,9350,8550,8730,9640,9010,8540,8740,9630,10590,10510,11040,9930,10120,10130,9530,10520,9850,11320,11470,11210,11310,10990,10240,10330,10570,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Zimbabwe,ZWE,7140,6200,6770,5210,5370,5500,6690,6560,6980,7220,6930,7130,6370,6190,6410,6370,6050,6280,6410,6810,7280,7560,7250,7000,5900,6650,6150,6250,6420,6540,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Africa Eastern and Southern,AFE,232240,230410,234340,232190,235630,239710,239130,241940,256260,256520,254030,254630,269240,275420,277990,289090,283130,304150,315550,313850,325890,328810,333750,332110,332210,337620,341850,340800,342710,345800,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Africa Western and Central,AFW,91900,98710,100030,102080,104830,107100,110910,114690,120410,122220,129770,125680,128460,137560,138940,148190,149860,151300,153570,152750,162170,170390,175150,181480,184650,191060,206630,210690,216230,219410,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Arab World,ARB,83550,81980,84160,87540,90900,92360,94680,98000,100210,103540,106850,104240,107740,109520,112090,115070,114400,116880,115950,115790,114000,116830,121460,121830,122590,121430,122000,120950,119280,124910,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Caribbean small states,CSS,2180,2480,2670,2690,2660,2860,2810,2760,2650,2750,2460,2560,2320,2610,2420,2270,2020,2010,2130,2260,2290,2410,2410,2620,2720,2760,2450,2570,2490,2810,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Central Europe and the Baltics,CEB,80250,74840,69480,60870,56320,52650,51470,50610,48390,46690,44450,42640,41620,41880,41340,41100,41330,41450,40760,39560,38890,37240,36840,36740,37030,37280,36980,37170,36630,36500,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Early-demographic dividend,EAR,1120620,1119430,1130210,1133200,1144520,1158460,1167390,1169500,1173700,1193910,1190680,1196660,1204360,1220160,1235360,1262120,1289230,1315110,1334800,1331120,1335250,1352350,1362390,1370000,1374750,1383800,1394380,1418520,1425270,1436620,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific,EAS,770550,775390,781200,780010,794270,820660,836930,798740,811870,847050,852580,849030,832560,789330,825060,812750,837110,830230,820850,828400,815220,860450,861530,817730,826510,823990,812700,835280,828360,793950,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific (excluding high income),EAP,610410,616830,624830,625120,636450,665270,688890,651210,663460,684380,682030,670240,660400,655580,670540,678390,684350,682450,690590,694340,693430,688550,689480,684400,683830,686820,692790,694520,688860,671870,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific (IDA & IBRD countries),TEA,605830,612440,620490,620840,632190,661170,685140,647430,659680,680500,678300,666310,656400,651560,666540,674350,680310,678420,686620,690350,689440,684530,685460,680500,680040,683280,689220,690920,685280,668310,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Euro area,EMU,223930,216820,209730,203310,200030,198060,197760,197230,195010,194420,195240,191670,190220,186360,184750,182530,180580,181500,181240,180700,178880,175940,175560,175340,176900,178550,178950,177710,173110,171580,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia,ECS,661760,642050,597770,575470,559150,531980,512280,489590,470320,456070,449430,438080,438780,434300,422970,416600,413810,412700,413520,407610,407920,400980,404430,404920,410250,411410,411960,413780,408900,409470,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia (excluding high income),ECA,324360,316960,284810,274290,262570,240520,222020,200940,185660,173940,169570,165200,169050,168440,159410,155420,154800,153360,155660,151970,154310,152300,156540,157200,160580,159790,159730,162390,162840,165320,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia (IDA & IBRD countries),TEC,370720,359100,323210,308830,296970,273060,253660,232620,216010,203180,197400,191920,195250,194860,185520,181790,181680,180380,182270,177910,179900,176330,180330,180920,184440,183790,183520,186520,186790,189300,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,European Union,EUU,300160,288010,275170,262570,257060,252270,251060,249950,245930,243980,243020,238100,235410,231650,229520,227120,225260,226360,225340,223680,221500,216850,216090,215750,217550,219300,219540,218570,213560,211910,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Fragile and conflict affected situations,FCS,267780,271900,279920,281380,290310,296510,302260,308760,323560,330560,336570,333630,349030,361410,369040,384490,388850,400830,408590,411020,418080,421170,436720,444830,450370,457560,472490,478860,489760,491660,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Heavily indebted poor countries (HIPC),HPC,247830,252340,256920,258280,263290,267860,270380,276580,292380,294700,298490,294230,312860,328710,330420,348570,345960,357010,369190,372310,389080,391720,404180,414210,419790,430070,442050,444030,452040,459380,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,High income,HIC,747200,735420,725820,713820,717500,712030,704260,701130,696720,706590,708710,710090,701310,658140,678990,658720,675730,669710,652070,649160,634610,675750,672610,630650,642010,637830,627700,648450,645390,625690,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IBRD only,IBD,1967690,1973220,1958620,1947970,1959080,1968570,1961810,1910860,1915560,1923490,1918490,1915910,1922380,1940090,1966580,1988730,1992360,2000360,2012050,1996550,2010120,2006560,2005540,1995860,1993900,1999290,2007510,2014190,2000990,2000540,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA & IBRD total,IBT,2470910,2480180,2471780,2466510,2486490,2507350,2506670,2464880,2489910,2510760,2510450,2504490,2534120,2577040,2611000,2660950,2673680,2709880,2742640,2734470,2767510,2777770,2796550,2801990,2811860,2833870,2868580,2885800,2890090,2902900,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA blend,IDB,129020,129510,127960,129120,131500,133730,136960,140030,144350,148620,148610,149320,152150,158110,162120,166940,173250,186370,191060,192060,195560,206070,211110,216420,220410,226050,239790,244240,250680,259480,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA only,IDX,374200,377450,385200,389420,395910,405050,407900,413990,430000,438650,443350,439260,459590,478840,482300,505280,508070,523150,539530,545860,561830,565140,579900,589710,597550,608530,621280,627370,638420,642880,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA total,IDA,503220,506960,513160,518540,527410,538780,544860,554020,574350,587270,591960,588580,611740,636950,644420,672220,681320,709520,730590,737920,757390,771210,791010,806130,817960,834580,861070,871610,889100,902360,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Late-demographic dividend,LTE,1035300,1042720,1028410,1016480,1020480,1026120,1022010,976870,986950,986430,986670,984470,991930,999530,1017930,1026230,1019590,1012600,1018260,1016170,1030900,1016930,1012990,1004540,1005690,1011820,1018140,1012050,1000010,993210,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & Caribbean,LCN,551780,558120,566580,569010,578630,582460,567140,572220,575800,578570,582540,597070,619160,642540,659560,667660,663600,666970,665770,667830,673700,669690,673210,670980,675400,679080,683610,685270,681020,690060,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & Caribbean (excluding high income),LAC,504470,509230,516390,518360,526810,530450,515060,519990,523440,525970,530100,543640,564950,587130,603090,610130,605430,609310,606900,609430,620660,616340,616380,615050,619580,624180,629160,631700,627650,636630,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & the Caribbean (IDA & IBRD countries),TLA,542610,549070,557410,560560,569620,573820,558020,563240,566910,570110,574210,588960,611010,634270,651720,660450,656170,659530,658110,659620,665670,661370,664940,662680,667200,671400,675750,677820,673500,682790,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Least developed countries: UN classification,LDC,364140,368140,376130,381130,387320,397420,399280,404800,421800,429460,433930,430670,451130,470660,474990,495240,496770,512520,528000,533980,550540,552340,565940,574730,581790,592750,605090,612250,621190,626700,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Low & middle income,LMY,2390990,2402590,2396700,2394050,2413540,2435540,2435820,2393730,2419870,2441260,2442240,2436380,2465860,2507500,2540260,2588300,2600100,2636670,2668790,2662330,2700900,2712730,2728220,2734540,2744170,2766190,2801770,2819150,2823870,2836320,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Low income,LIC,206630,211250,216160,217300,222500,226030,230280,236290,250040,251050,254380,249840,265880,278710,282830,296430,295810,307810,318470,321330,332010,332760,346250,351830,357470,364090,374810,376630,384990,386410,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lower middle income,LMC,1033300,1035740,1040000,1045000,1053790,1066610,1071810,1070750,1075120,1096570,1094320,1090480,1091730,1110920,1121650,1146580,1164800,1193860,1207220,1202410,1213490,1232620,1240080,1250310,1253840,1268350,1286630,1301810,1311030,1325910,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa,MEA,60570,59430,62140,62170,62880,63470,64520,66010,66600,67740,67700,66940,67850,68420,70380,71940,73590,75200,72360,71590,71320,73450,74810,74770,70410,69580,70340,67790,66160,72200,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa (excluding high income),MNA,57190,56000,58540,58390,58910,59430,60370,61790,62400,63580,63390,62630,63470,63940,65720,67120,68760,70250,67580,66850,66400,68250,69520,68930,64580,63530,64180,61500,59670,65550,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa (IDA & IBRD countries),TMN,57190,56000,58540,58390,58910,59430,60370,61790,62400,63580,63390,62630,63470,63940,65720,67120,68760,70250,67580,66850,66400,68250,69520,68930,64580,63530,64180,61500,59670,65550,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle income,MIC,2184360,2191340,2180540,2176750,2191040,2209510,2205540,2157440,2169830,2190210,2187860,2186540,2199980,2228790,2257430,2291870,2304290,2328860,2350320,2341000,2368890,2379970,2381970,2382710,2386700,2402100,2426960,2442520,2438880,2449910,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,North America,NAC,220820,222000,225430,225640,230390,232410,232740,231820,230880,229030,226050,225980,226260,224840,226440,228370,228510,228000,228650,224750,225210,220650,218640,216110,216260,215870,222040,223050,226530,226200,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,OECD members,OED,826070,813350,804740,795610,798650,792930,783470,780510,777140,783490,786990,788590,779710,736230,755570,735540,751880,748280,731240,729170,716990,757650,751930,711220,723340,720060,710830,734470,737550,721600,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Other small states,OSS,17040,16860,16660,16000,15960,16430,16700,16180,15950,16190,16250,16980,16400,13380,13700,14790,16300,15030,18380,15750,20970,25030,20050,15950,14000,13940,13690,15130,13460,12470,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pacific island small states,PSS,1050,1080,1100,1170,1200,1260,1250,1250,1240,1230,1230,1230,1200,1210,1220,1220,1230,1290,1280,1260,1270,1290,1290,1300,920,940,950,970,980,1040,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Post-demographic dividend,PST,745250,734750,718160,704760,707000,698220,686270,677920,669610,678160,679130,678170,668760,625000,642070,619180,634500,628640,609360,607320,593670,635740,632810,591500,601950,595920,584650,604580,602470,581910,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pre-demographic dividend,PRE,258840,263630,268440,275720,282090,288020,287390,293860,310090,313310,318920,312420,327500,347100,350500,366990,360020,378010,386750,385270,399610,407440,420680,427380,432000,440210,459350,459020,468030,477050,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Small states,SST,20270,20420,20430,19860,19820,20550,20760,20190,19840,20170,19940,20770,19920,17200,17340,18280,19550,18330,21790,19270,24530,28730,23750,19870,17640,17640,17090,18670,16930,16320,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Asia,SAS,570420,574450,577760,583620,588340,593060,599440,603170,608240,614650,613350,614360,610290,619430,624570,639960,653770,665850,678940,673140,678040,688090,687400,695370,698740,703190,707430,717550,725910,731740,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Asia (IDA & IBRD),TSA,570420,574450,577760,583620,588340,593060,599440,603170,608240,614650,613350,614360,610290,619430,624570,639960,653770,665850,678940,673140,678040,688090,687400,695370,698740,703190,707430,717550,725910,731740,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa,SSF,324140,329120,334370,334270,340460,346810,350040,356630,376670,378740,383800,380310,397700,412980,416930,437280,432990,455450,469120,466600,488060,499200,508900,513590,516860,528680,548480,551490,558940,565210,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa (excluding high income),SSA,324140,329120,334370,334270,340460,346810,350040,356630,376670,378740,383800,380310,397700,412980,416930,437280,432990,455450,469120,466600,488060,499200,508900,513590,516860,528680,548480,551490,558940,565210,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa (IDA & IBRD countries),TSS,324140,329120,334370,334270,340460,346810,350040,356630,376670,378740,383800,380310,397700,412980,416930,437280,432990,455450,469120,466600,488060,499200,508900,513590,516860,528680,548480,551490,558940,565210,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Upper middle income,UMC,1151060,1155600,1140540,1131750,1137250,1142900,1133730,1086690,1094710,1093640,1093540,1096060,1108250,1117870,1135780,1145290,1139490,1135000,1143100,1138590,1155400,1147350,1141890,1132400,1132860,1133750,1140330,1140710,1127850,1124000,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,World,WLD,3160040,3160560,3145250,3130190,3154120,3170850,3163090,3118180,3140380,3171850,3175450,3171770,3192600,3191840,3245910,3274560,3303380,3334400,3349210,3339920,3359470,3412510,3428920,3393470,3414430,3431800,3456560,3494210,3495820,3488830,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
